metric,judgement,word1,word2,pos
0.6666666666666666,0.4,endurance,band,n
0.375,1.08,jail,choice,n
0.3333333333333333,0.48,condition,boy,n
0.8,0.4,flower,endurance,n
0.8333333333333334,0.3,hole,agreement,n
0.4,0.48,doctor,temper,n
0.6666666666666666,0.68,fraternity,door,n
0.42857142857142855,0.68,task,woman,n
0.6153846153846154,0.88,fraternity,baseball,n
0.4,0.4,cent,size,n
0.6666666666666666,0.48,presence,door,n
0.625,0.48,mouse,management,n
0.3,0.48,task,highway,n
0.4444444444444444,0.4,liquor,century,n
0.5555555555555556,0.68,task,straw,n
0.375,0.3,island,task,n
0.8333333333333334,0.48,night,chapter,n
0.7058823529411765,0.68,pollution,president,n
0.8695652173913043,0.48,gun,trick,n
0.6,0.58,bath,trick,n
0.7777777777777778,1.18,diet,apple,n
0.2857142857142857,0.58,cent,wife,n
0.6666666666666666,0.3,chapter,tail,n
0.5714285714285714,0.58,course,stomach,n
0.5,0.4,hymn,straw,n
0.8461538461538461,0.4,dentist,colonel,n
0.4444444444444444,0.4,wife,straw,n
0.45454545454545453,0.68,hole,wife,n
0.9090909090909091,0.78,pupil,president,n
0.42105263157894735,0.48,bath,wife,n
0.4444444444444444,0.48,people,cent,n
0.8421052631578947,1.77,formula,log,n
0.6153846153846154,0.58,woman,fur,n
0.631578947368421,0.58,apple,sunshine,n
0.6666666666666666,1.18,gun,dawn,n
0.6153846153846154,0.98,meal,waist,n
0.4444444444444444,0.48,camera,president,n
0.6153846153846154,0.68,liquor,band,n
0.875,2.35,stomach,vein,n
0.7142857142857143,0.3,gun,fur,n
0.7142857142857143,0.88,couch,baseball,n
0.47058823529411764,0.68,worker,camera,n
0.7692307692307693,0.48,deck,mouse,n
0.5714285714285714,0.4,rice,boy,n
0.6153846153846154,0.68,people,gun,n
0.625,0.3,cliff,tail,n
0.5714285714285714,0.3,ankle,window,n
0.42105263157894735,0.3,princess,island,n
0.7142857142857143,0.3,container,mouse,n
0.6666666666666666,2.65,wagon,container,n
0.6666666666666666,0.48,people,balloon,n
0.5333333333333333,0.4,dollar,people,n
0.7692307692307693,0.4,bath,balloon,n
0.38095238095238093,0.4,stomach,bedroom,n
0.38095238095238093,0.4,bicycle,bedroom,n
0.7142857142857143,0.4,log,bath,n
0.8,0.48,bowl,tail,n
0.9,2.42,go,come,v
0.9,6.18,take,steal,v
1.0,8.17,listen,hear,v
0.8888888888888888,8.25,think,rationalize,v
1.0,9.32,occur,happen,v
1.0,9.8,vanish,disappear,v
0.8461538461538461,1.75,multiply,divide,v
0.9166666666666666,9.08,plead,beg,v
0.8888888888888888,8.2,begin,originate,v
0.8888888888888888,9.13,protect,defend,v
0.9166666666666666,5.9,kill,destroy,v
1.0,8.72,create,make,v
0.9,0.83,accept,reject,v
0.8,6.87,ignore,avoid,v
0.9090909090909091,5.8,carry,bring,v
0.8,0.95,leave,enter,v
0.9,7.62,choose,elect,v
0.8888888888888888,7.33,lose,fail,v
0.8571428571428571,1.58,encourage,discourage,v
1.0,8.57,achieve,accomplish,v
1.0,8.33,make,construct,v
0.875,4.93,listen,obey,v
0.9166666666666666,9.25,inform,notify,v
0.8421052631578947,1.47,receive,give,v
0.6666666666666666,2.62,borrow,beg,v
0.8888888888888888,7.1,take,obtain,v
0.9166666666666666,8.1,advise,recommend,v
0.8421052631578947,6.75,imitate,portray,v
1.0,7.9,win,succeed,v
0.8181818181818182,5.13,think,decide,v
0.7777777777777778,6.17,greet,meet,v
0.7142857142857143,0.77,agree,argue,v
0.8235294117647058,5.92,enjoy,entertain,v
0.8,1.6,destroy,make,v
0.7777777777777778,6.58,save,protect,v
0.8181818181818182,7.22,give,lend,v
0.9,7.47,understand,know,v
0.8888888888888888,5.08,take,receive,v
0.9,6.88,accept,acknowledge,v
0.7272727272727273,8.87,decide,choose,v
0.9,6.75,accept,believe,v
0.875,8.27,keep,possess,v
1.0,8.83,roam,wander,v
0.7777777777777778,0.83,succeed,fail,v
0.9090909090909091,0.55,spend,save,v
0.9,7.63,leave,go,v
0.7777777777777778,8.1,come,attend,v
0.9,5.5,know,believe,v
1.0,7.3,gather,meet,v
1.0,7.62,make,earn,v
0.5263157894736842,3.07,forget,ignore,v
0.8461538461538461,2.7,multiply,add,v
0.8571428571428571,0.23,shrink,grow,v
0.75,1.33,arrive,leave,v
0.7368421052631579,3.98,succeed,try,v
0.8571428571428571,1.75,accept,deny,v
1.0,7.05,arrive,come,v
0.8181818181818182,1.05,agree,differ,v
0.7368421052631579,1.08,send,receive,v
0.7777777777777778,5.68,win,dominate,v
0.8461538461538461,2.3,add,divide,v
0.7619047619047619,4.92,kill,choke,v
1.0,8.82,acquire,get,v
0.8421052631578947,7.7,participate,join,v
0.75,2.53,leave,remain,v
0.9,4.0,go,enter,v
1.0,5.23,take,carry,v
0.7368421052631579,1.18,forget,learn,v
0.6,8.17,appoint,elect,v
0.7,5.43,engage,marry,v
0.9166666666666666,3.72,ask,pray,v
0.9,3.75,go,send,v
0.8421052631578947,4.37,take,deliver,v
0.6666666666666666,3.02,speak,hear,v
0.9,8.03,analyze,evaluate,v
0.9166666666666666,4.2,argue,rationalize,v
0.7777777777777778,1.05,lose,keep,v
0.8571428571428571,8.1,compare,analyze,v
0.5882352941176471,1.45,disorganize,organize,v
0.8333333333333334,3.62,go,allow,v
0.875,7.2,take,possess,v
0.7619047619047619,3.88,learn,listen,v
0.8,0.92,destroy,construct,v
0.9,8.48,create,build,v
0.8888888888888888,1.13,steal,buy,v
0.9166666666666666,4.45,kill,hang,v
0.5555555555555556,0.92,forget,know,v
0.8888888888888888,5.13,create,imagine,v
0.8333333333333334,4.23,do,happen,v
0.8888888888888888,7.85,win,accomplish,v
0.8181818181818182,1.43,give,deny,v
0.5,5.8,deserve,earn,v
0.8888888888888888,1.98,get,put,v
0.9,8.73,locate,find,v
0.8888888888888888,6.28,appear,attend,v
0.8421052631578947,7.63,know,comprehend,v
0.8888888888888888,8.47,pretend,imagine,v
0.9090909090909091,7.67,satisfy,please,v
0.625,4.85,cherish,keep,v
0.6956521739130435,5.15,argue,differ,v
0.8421052631578947,6.25,overcome,dominate,v
0.75,7.3,behave,obey,v
0.6666666666666666,6.43,cooperate,participate,v
0.7368421052631579,4.42,achieve,try,v
0.7,3.33,fail,discourage,v
0.75,1.28,begin,quit,v
0.6666666666666666,3.82,say,participate,v
0.8888888888888888,2.42,come,bring,v
1.0,9.08,declare,announce,v
0.8888888888888888,4.7,read,comprehend,v
0.9,2.47,take,leave,v
0.9166666666666666,8.18,proclaim,announce,v
0.8888888888888888,8.57,acquire,obtain,v
0.9,7.75,conclude,decide,v
0.5714285714285714,2.98,please,plead,v
0.9166666666666666,4.83,argue,prove,v
0.9166666666666666,6.47,ask,plead,v
0.6956521739130435,0.77,find,disappear,v
0.9090909090909091,8.75,inspect,examine,v
0.9230769230769231,4.08,verify,justify,v
0.5714285714285714,4.85,assume,predict,v
0.9,4.17,learn,evaluate,v
0.9166666666666666,5.0,argue,justify,v
0.875,4.77,make,become,v
0.8421052631578947,4.83,discover,originate,v
0.8888888888888888,7.5,achieve,succeed,v
0.9090909090909091,3.65,give,put,v
0.8235294117647058,4.68,understand,listen,v
0.9230769230769231,8.27,expand,grow,v
0.7368421052631579,1.73,borrow,sell,v
0.8888888888888888,5.4,keep,protect,v
0.9166666666666666,4.1,explain,prove,v
0.8888888888888888,3.72,assume,pretend,v
0.625,4.13,agree,please,v
0.5263157894736842,3.92,forgive,forget,v
0.9166666666666666,8.33,clarify,explain,v
0.47619047619047616,4.87,understand,forgive,v
0.47619047619047616,0.87,remind,forget,v
0.75,1.6,get,remain,v
0.8888888888888888,7.47,realize,discover,v
0.7619047619047619,1.82,require,inquire,v
0.7368421052631579,1.07,ignore,ask,v
0.8421052631578947,4.77,think,inquire,v
0.8,4.78,reject,avoid,v
0.5714285714285714,6.23,argue,persuade,v
0.7058823529411765,3.17,pursue,persuade,v
0.7368421052631579,3.73,accept,forgive,v
0.7619047619047619,1.17,do,quit,v
0.9,8.1,investigate,examine,v
0.6956521739130435,6.67,discuss,explain,v
0.8571428571428571,2.32,owe,lend,v
0.8,8.48,explore,discover,v
0.8,4.8,complain,argue,v
0.9,6.38,withdraw,reject,v
0.7777777777777778,2.25,keep,borrow,v
0.9166666666666666,6.0,beg,ask,v
0.9090909090909091,8.27,arrange,organize,v
1.0,8.02,reduce,shrink,v
0.8888888888888888,4.67,speak,acknowledge,v
0.7368421052631579,2.22,give,borrow,v
0.7777777777777778,2.63,kill,defend,v
0.8275862068965517,5.8,disappear,shrink,v
0.9090909090909091,3.88,deliver,carry,v
0.9,1.37,breathe,choke,v
0.7619047619047619,5.3,acknowledge,notify,v
0.5333333333333333,2.63,become,seem,v
0.6666666666666666,4.68,pretend,seem,v
0.631578947368421,4.0,accomplish,become,v
0.8888888888888888,8.82,contemplate,think,v
0.8,5.8,determine,predict,v
0.9090909090909091,5.0,please,entertain,v
0.875,5.75,remain,retain,v
0.8888888888888888,7.03,pretend,portray,v
0.7,0.63,forget,retain,v
0.8181818181818182,4.78,want,choose,v
0.8888888888888888,0.77,lose,get,v
0.8421052631578947,2.62,try,think,v
0.75,4.77,become,appear,v
0.8,4.42,leave,ignore,v
0.7777777777777778,2.75,accept,recommend,v
0.9166666666666666,3.57,leave,wander,v
0.7368421052631579,1.05,keep,give,v
0.9090909090909091,5.15,give,allow,v
0.9166666666666666,2.97,bring,send,v
0.9,5.48,absorb,learn,v
0.9,6.38,acquire,find,v
0.7777777777777778,0.97,leave,appear,v
0.6666666666666666,0.63,create,destroy,v
0.9,7.42,begin,go,v
0.9090909090909091,5.08,get,buy,v
0.8888888888888888,6.67,collect,save,v
0.8888888888888888,5.73,replace,restore,v
0.7777777777777778,8.1,join,add,v
0.8571428571428571,5.35,join,marry,v
0.8421052631578947,1.58,accept,deliver,v
0.9,7.75,attach,join,v
0.7777777777777778,3.0,put,hang,v
0.8571428571428571,0.97,go,sell,v
0.8888888888888888,3.55,communicate,pray,v
0.7368421052631579,0.5,give,steal,v
0.8888888888888888,4.92,add,build,v
0.8888888888888888,2.62,bring,restore,v
0.6666666666666666,2.55,comprehend,satisfy,v
0.6666666666666666,1.18,portray,decide,v
0.7,1.77,organize,become,v
0.8235294117647058,0.88,give,know,v
0.9166666666666666,4.9,say,verify,v
0.6666666666666666,5.18,cooperate,join,v
0.6956521739130435,0.98,arrange,require,v
0.5714285714285714,1.77,borrow,want,v
0.8571428571428571,7.15,investigate,pursue,v
0.5,0.4,ignore,explore,v
0.6,0.98,bring,complain,v
0.8571428571428571,0.68,enter,owe,v
0.5714285714285714,0.78,portray,notify,v
0.6363636363636364,0.4,remind,sell,v
0.8888888888888888,5.0,absorb,possess,v
0.7777777777777778,2.85,join,acquire,v
0.7368421052631579,1.67,send,attend,v
0.8,4.8,gather,attend,v
0.7777777777777778,2.97,absorb,withdraw,v
0.7368421052631579,6.08,attend,arrive,v
